Index	p_value	Fold_Change	type	-Log10P	Log2FC
Q8CIH5	0.560489956	0.46078398	Insignificant	0.251432166	-1.117837537
Q8CIH9	0.856540913	1.117768185	Insignificant	0.067251888	0.160621017
Q8CII2	0.538389433	0.563862881	Insignificant	0.268903473	-0.826583722
Q8CIM7	0.534230519	0.891263718	Insignificant	0.272271306	-0.166075718
Q8CIN4	0.690288024	0.736959468	Insignificant	0.160969661	-0.440342819
Q8CIX8	0.757790409	1.541823806	Insignificant	0.120450896	0.624637908
Q8CIZ8	0.242498	1.10622612	Insignificant	0.615291839	0.145646312
Q8CJ53	0.609704485	0.214792805	Insignificant	0.21488061	-2.218982429
Q8CJG0	0.926083182	1.176311146	Insignificant	0.033350003	0.234269718
Q8JZK9	0.041577673	0.989425054	Insignificant	1.38113982	-0.015337663
Q8JZL3	0.805806085	1.169206521	Insignificant	0.093769457	0.225529781
Q8JZM0	0.675046336	0.55304145	Insignificant	0.170666416	-0.854540482
Q8JZM7	0.350104219	1.112986561	Insignificant	0.455802655	0.154436172
Q8JZN5	0.237304248	0.927112962	Insignificant	0.624694487	-0.109182964
Q8JZN7	0.255460831	1.096000766	Insignificant	0.592675679	0.132248807
Q8JZQ2	0.401663707	0.949918797	Insignificant	0.396137407	-0.074123904
Q8JZQ9	0.49518462	0.979879133	Insignificant	0.305232853	-0.02932429
Q8JZR0	0.397618022	0.774183325	Insignificant	0.400533939	-0.369252861
Q8JZS0	0.301379771	0.71833691	Insignificant	0.520885901	-0.477267448
Q8JZS9	0.981352072	1.031908446	Insignificant	0.008175156	0.045314976
Q8JZU2	0.229878132	0.960084684	Insignificant	0.63850234	-0.05876643
Q8JZV7	0.482034319	0.600509422	Insignificant	0.31692204	-0.735741212
Q8JZV9	0.070877101	0.432000328	Insignificant	1.149494055	-1.210895687
Q8JZX4	0.600777696	0.61042749	Insignificant	0.221286199	-0.712108162
Q8JZY2	0.737965987	0.811581451	Insignificant	0.131963655	-0.301192202
Q8JZZ0	0.485951808	1.179913303	Insignificant	0.313406798	0.238680858
Q8K003	0.557355306	0.48699755	Insignificant	0.25386786	-1.03801358
Q8K010	0.377463386	0.984210943	Insignificant	0.423125169	-0.022960538
Q8K012	0.34396647	0.264654124	Insignificant	0.463483891	-1.917819961
Q8K019	0.758281083	1.748000735	Insignificant	0.120169778	0.805705791
Q8K021	0.479581119	0.56905872	Insignificant	0.319137923	-0.813350566
Q8K0C4	0.008890983	0.637540348	Down	2.051050206	-0.649411447
Q8K0D5	0.636930169	0.880087666	Insignificant	0.19590818	-0.184280856
Q8K0E8	0.548411962	0.710352656	Insignificant	0.260893081	-0.493392663
Q8K0G8	0.992930958	1.0047931	Insignificant	0.003080948	0.006898462
Q8K0L2	0.24127389	0.780794288	Insignificant	0.617489674	-0.356985596
Q8K0L9	0.88181649	1.138446013	Insignificant	0.054621784	0.187065879
Q8K0P3	0.786513234	0.933959582	Insignificant	0.104293965	-0.098567978
Q8K0R6	0.586408637	0.593816134	Insignificant	0.231799642	-0.751911803
Q8K0V4	0.887270812	0.637106427	Insignificant	0.051943805	-0.650393703
Q8K0Z7	0.118110165	1.006591086	Insignificant	0.927712722	0.009477727
Q8K124	0.525815976	0.385042787	Insignificant	0.279166223	-1.376909324
Q8K157	0.935666362	1.025200493	Insignificant	0.028878984	0.035906077
Q8K182	0.982393132	0.961535675	Insignificant	0.007714682	-0.056587709
Q8K183	0.373236175	1.142171568	Insignificant	0.42801627	0.191779377
Q8K1A6	0.976345032	0.993246048	Insignificant	0.010396679	-0.009776946
Q8K1B8	0.390770618	0.623012011	Insignificant	0.408078098	-0.682668118
Q8K1E0	0.69933341	0.864591175	Insignificant	0.155315723	-0.209909984
Q8K1E6	0.257549818	0.86251631	Insignificant	0.589138753	-0.213376358
Q8K1H1	0.783121972	0.789516085	Insignificant	0.106170591	-0.340959436
Q8K1J6	0.689564334	1.16225359	Insignificant	0.161425209	0.216924883
Q8K1L5	0.734159897	2.692119045	Insignificant	0.134209342	1.428742207
Q8K1M6	0.644617907	0.947368431	Insignificant	0.190697635	-0.078002497
Q8K1N1	0.92060932	0.86717932	Insignificant	0.035924633	-0.205597742
Q8K1N2	0.610257566	0.706190179	Insignificant	0.214486827	-0.501871338
Q8K1R3	0.846229591	1.019574158	Insignificant	0.072511792	0.027966712
Q8K1R7	0.506320463	0.656211835	Insignificant	0.29557452	-0.607766482
Q8K1X1	0.704700471	0.726131168	Insignificant	0.151995438	-0.461697915
Q8K1Y2	0.460424652	2.596482568	Insignificant	0.336841432	1.37655854
Q8K1Z0	0.036964417	1.407732834	Up	1.432216145	0.493373559
Q8K211	0.475093255	1.322214412	Insignificant	0.323221135	0.402956145
Q8K215	0.483864186	0.783202167	Insignificant	0.315276522	-0.352543338
Q8K224	0.216095399	0.649422585	Insignificant	0.66535448	-0.622770538
Q8K268	0.507149379	0.930729769	Insignificant	0.294864102	-0.103565743
Q8K273	0.92060932	1.034096164	Insignificant	0.035924633	0.048370353
Q8K274	0.445519626	1.482281567	Insignificant	0.35113316	0.567819521
Q8K297	0.188242015	0.492207038	Insignificant	0.725283437	-1.022662807
Q8K2A7	0.939282014	1.056902273	Insignificant	0.027203994	0.079841984
Q8K2B3	0.005708813	1.195230691	Insignificant	2.243454184	0.257289099
Q8K2C6	0.218205566	1.11574934	Insignificant	0.661134175	0.158012953
Q8K2C7	0.927719348	0.969906714	Insignificant	0.032583386	-0.0440821
Q8K2C8	0.437801301	0.669552369	Insignificant	0.358722952	-0.578731194
Q8K2C9	0.517364762	0.94943273	Insignificant	0.286203154	-0.07486231
Q8K2F8	0.822199082	1.292304917	Insignificant	0.085023013	0.369946511
Q8K2H2	0.957517083	1.037380708	Insignificant	0.018853469	0.052945446
Q8K2I3	0.98510541	1.001192072	Insignificant	0.006517296	0.001718772
Q8K2I4	0.380726061	1.111306113	Insignificant	0.419387395	0.152256267
Q8K2K6	0.936612317	0.88795865	Insignificant	0.028440135	-0.171435599
Q8K2L8	0.203064384	1.331174832	Insignificant	0.692366243	0.412700063
Q8K2M0	0.731695979	1.102248047	Insignificant	0.135669332	0.14044892
Q8K2P1	0.208614403	0.116891917	Insignificant	0.68065571	-3.096752921
Q8K2P2	0.650922685	0.080329019	Insignificant	0.186470593	-3.637934923
Q8K2Q0	0.761315709	0.858008657	Insignificant	0.118435209	-0.22093589
Q8K2Q7	0.729562439	0.816493389	Insignificant	0.136937533	-0.292486891
Q8K2Q9	0.482194571	0.753816401	Insignificant	0.316777684	-0.407714911
Q8K2T1	0.444921117	1.336298476	Insignificant	0.351716981	0.418242285
Q8K2T4	0.868491992	0.631283841	Insignificant	0.061234182	-0.663639271
Q8K2T8	0.349938816	1.208770511	Insignificant	0.456007882	0.27354037
Q8K2V1	0.714463654	0.53226434	Insignificant	0.14601986	-0.909785182
Q8K2V6	0.862135454	0.70550461	Insignificant	0.064424495	-0.503272585
Q8K2Y7	0.176124462	1.147969238	Insignificant	0.754180321	0.199083982
Q8K310	0.589066413	0.803021625	Insignificant	0.229835739	-0.316489255
Q8K327	0.659316594	0.727802219	Insignificant	0.180905994	-0.458381645
Q8K337	0.918963112	0.786190592	Insignificant	0.036701921	-0.347048995
Q8K354	0.273012666	0.537448575	Insignificant	0.563817203	-0.895801376
Q8K363	0.38649951	1.097878007	Insignificant	0.412851052	0.134717755
Q8K370	0.12939313	1.154266272	Insignificant	0.88808878	0.20697607
Q8K385	0.938279585	1.148262582	Insignificant	0.027667733	0.199452592
Q8K3C3	0.891028825	0.873569205	Insignificant	0.050108246	-0.195006095
Q8K3G5	0.79666362	0.90722791	Insignificant	0.098725014	-0.140463071
Q8K3H0	0.864196425	0.787220668	Insignificant	0.063387534	-0.345159997
Q8K3J1	0.102064975	1.097113379	Insignificant	0.991123268	0.133712626
Q8K3K7	0.318671419	1.012506391	Insignificant	0.496656886	0.017931015
Q8K3K8	0.54557571	1.114220443	Insignificant	0.263144974	0.156034691
Q8K3W0	0.030055751	0.55244239	Down	1.522072412	-0.856104071
Q8K411	0.796055674	1.027506055	Insignificant	0.099056558	0.039146895
Q8K440	0.638405111	1.08312359	Insignificant	0.194903644	0.115197872
Q8K441	0.675393491	1.096282695	Insignificant	0.170443129	0.132619869
Q8K449	0.953076369	0.894047283	Insignificant	0.020872298	-0.161576963
Q8K4F5	0.41175275	1.159314151	Insignificant	0.385363491	0.213271561
Q8K4G5	0.621314775	0.407567352	Insignificant	0.206688318	-1.294889605
Q8K4H1	0.229878132	1.336951435	Insignificant	0.63850234	0.41894706
Q8K4K6	0.715064128	0.858016864	Insignificant	0.145655008	-0.220922091
Q8K4L3	0.749717094	0.636917429	Insignificant	0.125102587	-0.650821744
Q8K4M5	0.464638729	0.828564688	Insignificant	0.332884594	-0.271313759
Q8K4Q0	0.555779674	0.872102079	Insignificant	0.255097341	-0.197431084
Q8K4R4	0.796086691	1.164391659	Insignificant	0.099039637	0.21957641
Q8K4Z3	0.131866439	0.78567999	Insignificant	0.879865721	-0.347986277
Q8K4Z5	0.318786797	0.930973847	Insignificant	0.496499674	-0.103187455
Q8K5B2	0.333063231	1.016800676	Insignificant	0.477473309	0.024036895
Q8N7N5	0.498668326	1.009780155	Insignificant	0.302188216	0.01404123
Q8QZR1	0.776763366	1.167922709	Insignificant	0.109711265	0.223944803
Q8QZR3	0.534723742	1.043566279	Insignificant	0.271870533	0.061522233
Q8QZR5	0.158499006	0.980526804	Insignificant	0.799973457	-0.028371025
Q8QZS1	0.233945615	1.043594397	Insignificant	0.630885091	0.061561104
Q8QZT1	0.464638729	1.1019429	Insignificant	0.332884594	0.140049469
Q8QZY1	0.122152819	0.857371729	Insignificant	0.913096505	-0.222007249
Q8QZY2	0.311870646	1.147570008	Insignificant	0.5060255	0.198582168
Q8QZY9	0.38511659	0.616353503	Insignificant	0.414407773	-0.698170064
Q8QZZ7	0.811490529	1.246415464	Insignificant	0.090716544	0.317785038
Q8R001	0.412808855	0.380231236	Insignificant	0.384250996	-1.395051041
Q8R010	0.376488699	0.980718139	Insignificant	0.424248055	-0.028089533
Q8R016	0.715064128	1.155421455	Insignificant	0.145655008	0.20841919
Q8R035	0.285437058	1.265521815	Insignificant	0.544489644	0.339732377
Q8R050	0.603538665	1.038443995	Insignificant	0.219294902	0.054423412
Q8R059	0.304909787	0.657298148	Insignificant	0.515828635	-0.605380176
Q8R081	0.502776543	0.824838753	Insignificant	0.298624992	-0.277815979
Q8R086	0.095436975	1.155573169	Insignificant	1.020283336	0.208608611
Q8R0F8	0.087631095	1.020633459	Insignificant	1.057341763	0.029464843
Q8R0F9	0.621314775	0.989860021	Insignificant	0.206688318	-0.014703571
Q8R0G9	0.992006606	0.982226056	Insignificant	0.003485436	-0.025873
Q8R0H9	0.385122206	0.9798294	Insignificant	0.414401439	-0.029397515
Q8R0J7	0.847551596	1.610583482	Insignificant	0.071833854	0.687583443
Q8R0J8	0.345106605	0.714995851	Insignificant	0.462046729	-0.483993224
Q8R0N6	0.020751586	1.060030769	Insignificant	1.682948696	0.084106142
Q8R0S2	0.752646572	0.819000597	Insignificant	0.123408912	-0.288063592
Q8R0V5	0.040012308	1.413006507	Up	1.397806396	0.498768109
Q8R0W0	0.320592891	0.70715233	Insignificant	0.494046113	-0.499907071
Q8R0X7	0.233615783	0.761915619	Insignificant	0.63149782	-0.392296865
Q8R0Y6	0.000210445	1.137141049	Insignificant	3.676861742	0.185411214
Q8R0Y8	0.72902781	1.130681639	Insignificant	0.137255904	0.177192773
Q8R104	0.211984079	0.930446976	Insignificant	0.673696756	-0.104004159
Q8R121	0.124847694	0.524607939	Insignificant	0.903619473	-0.930688453
Q8R123	0.535996147	1.097298639	Insignificant	0.270838333	0.133956221
Q8R146	0.396839105	0.929756169	Insignificant	0.401385539	-0.10507568
Q8R151	0.703017966	0.958083729	Insignificant	0.153033576	-0.061776353
Q8R164	0.142944848	1.184945518	Insignificant	0.844831492	0.244820728
Q8R180	0.507149379	0.748751114	Insignificant	0.294864102	-0.417441851
Q8R1A4	0.256562709	0.483305392	Insignificant	0.590806467	-1.048993004
Q8R1B4	0.376645511	0.883296829	Insignificant	0.424067204	-0.179029763
Q8R1F1	0.373388116	0.440861246	Insignificant	0.427839509	-1.181603431
Q8R1G2	0.349429851	1.105523129	Insignificant	0.456639997	0.144729209
Q8R1I1	0.027926569	0.839707742	Insignificant	1.553982411	-0.252040806
Q8R1J9	0.37419945	0.523996886	Insignificant	0.426896855	-0.932369856
Q8R1K1	0.40563711	2.233611268	Insignificant	0.39186232	1.159378124
Q8R1Q8	0.138090767	0.669737037	Insignificant	0.859835357	-0.578333342
Q8R1Q9	0.722704854	1.037021728	Insignificant	0.141039028	0.052446123
Q8R1S0	0.792795344	1.118248302	Insignificant	0.100838909	0.161240567
Q8R1S4	0.757453234	0.685660472	Insignificant	0.120644176	-0.544433742
Q8R1S9	0.633709918	0.815251823	Insignificant	0.198109496	-0.294682332
Q8R1T4	0.73542796	1.325803142	Insignificant	0.133459863	0.406866577
Q8R1U1	0.776969994	0.535407388	Insignificant	0.109595753	-0.901291047
Q8R1V4	0.20900988	0.692859856	Insignificant	0.679833184	-0.529364525
Q8R1X6	0.798932143	0.9043057	Insignificant	0.097490106	-0.145117538
Q8R1Z9	0.598729145	0.488658104	Insignificant	0.222769601	-1.033102676
Q8R238	0.7791646	0.748248354	Insignificant	0.108370787	-0.418410894
Q8R242	0.937429568	1.115053542	Insignificant	0.028061352	0.157112987
Q8R2E9	0.373236175	0.874232146	Insignificant	0.42801627	-0.193911667
Q8R2H9	0.379818018	0.527699136	Insignificant	0.420424436	-0.922212473
Q8R2K1	0.631159424	0.85904736	Insignificant	0.199860929	-0.219190425
Q8R2L5	0.606436685	1.10971156	Insignificant	0.217214535	0.150184735
Q8R2Q4	0.359421656	1.074653506	Insignificant	0.444395759	0.103871575
Q8R2Q8	0.457910606	0.613551201	Insignificant	0.339219297	-0.704744352
Q8R2S8	0.607690026	0	Insignificant	0.216317892	#NAME?
Q8R2T8	0.818276317	0.610239343	Insignificant	0.087100018	-0.712552899
Q8R2U0	0.549341218	0.877898926	Insignificant	0.260157814	-0.187873245
Q8R2U4	0.72902781	1.390823197	Insignificant	0.137255904	0.475939035
Q8R2U6	0.784350137	1.078508231	Insignificant	0.105490023	0.109037188
Q8R2V5	0.716002821	1.29452307	Insignificant	0.145085267	0.372420676
Q8R2Y0	0.29995168	0.872798257	Insignificant	0.522948702	-0.196279875
Q8R2Y2	0.211984079	0.574783895	Insignificant	0.673696756	-0.798908457
Q8R2Y8	0.439943208	0.949891385	Insignificant	0.356603383	-0.074165537
Q8R307	0.933251531	0.980117655	Insignificant	0.030001289	-0.028973152
Q8R317	0.73295739	0.953136386	Insignificant	0.134921272	-0.069245428
Q8R326	0.479581119	0.45294862	Insignificant	0.319137923	-1.142580688
Q8R332	0.821657438	0.805266808	Insignificant	0.085309209	-0.312461226
Q8R395	0.333063231	0.946678094	Insignificant	0.477473309	-0.079054156
Q8R3C0	0.47781817	4.274446364	Insignificant	0.32073734	2.095737571
Q8R3C6	0.916761209	1.089678133	Insignificant	0.037743771	0.123902057
Q8R3D1	0.707677849	2.192421965	Insignificant	0.150164398	1.132525493
Q8R3F5	0.223859558	1.245310267	Insignificant	0.650024359	0.316505232
Q8R3G1	0.862861203	0.716753888	Insignificant	0.064059058	-0.480450269
Q8R3I3	0.641997184	0.616544692	Insignificant	0.192466877	-0.697722618
Q8R3N1	0.996894756	0.968481989	Insignificant	0.001350689	-0.046202876
Q8R3P0	0.26076684	2.737560933	Insignificant	0.583747636	1.452891077
Q8R3Q0	0.590796807	1.577312097	Insignificant	0.228561861	0.657468149
Q8R3Q6	0.338781499	1.170210784	Insignificant	0.470080314	0.226768419
Q8R3R8	0.788866591	0.711349059	Insignificant	0.102996436	-0.49137043
Q8R3S6	0.566521303	0.932109872	Insignificant	0.246783755	-0.101428072
Q8R3V5	0.627956678	0.753865705	Insignificant	0.202070316	-0.407620553
Q8R404	0.797502426	1.060171209	Insignificant	0.098267987	0.084297267
Q8R409	0.54049586	0.659220714	Insignificant	0.267207628	-0.601166519
Q8R4G6	0.172465549	0.096919071	Insignificant	0.763297644	-3.367075607
Q8R4H2	0.529640704	0.796315655	Insignificant	0.276018646	-0.328587674
Q8R4H7	0.10036913	1.339388791	Insignificant	0.998399842	0.4215748
Q8R4N0	0.203064384	1.196936018	Insignificant	0.692366243	0.259346035
Q8R4U0	0.626630118	0.899928885	Insignificant	0.202988735	-0.152117095
Q8R4X3	0.621314775	1.199081642	Insignificant	0.206688318	0.261929891
Q8R4Y4	0.972563044	1.109443881	Insignificant	0.012082237	0.149836693
Q8R519	0.085816605	0.362221772	Insignificant	1.066428672	-1.465054829
Q8R550	0.690838764	0.217574945	Insignificant	0.160623301	-2.200415661
Q8R570	0.856540913	1.296213692	Insignificant	0.067251888	0.374303579
Q8R574	0.839289478	0.807379281	Insignificant	0.076088221	-0.30868153
Q8R5A3	0.611492339	0.660996645	Insignificant	0.21360898	-0.597285145
Q8R5C5	0.440601603	0.845001762	Insignificant	0.355953927	-0.242973746
Q8R5F3	0.67818675	1.564307668	Insignificant	0.168650699	0.64552429
Q8R5F7	0.275988171	0.545576665	Insignificant	0.559109532	-0.874146155
Q8R5H1	0.821657438	1.161405451	Insignificant	0.085309209	0.215871711
Q8R5I6	0.546261421	1.039642743	Insignificant	0.26259947	0.056087854
Q8R5J9	0.396839105	0.629183827	Insignificant	0.401385539	-0.668446508
Q8R5L3	0.831960973	1.761858851	Insignificant	0.079897046	0.81709835
Q8R5M8	0.722704854	0.800713499	Insignificant	0.141039028	-0.320641966
Q8VBT0	0.97587656	1.030795691	Insignificant	0.010605113	0.043758411
Q8VBT2	0.41652621	0.802802742	Insignificant	0.380357665	-0.31688255
Q8VBT9	0.809991939	1.142429169	Insignificant	0.091519303	0.192104721
Q8VBV3	0.301379771	1.59528056	Insignificant	0.520885901	0.673810171
Q8VBV7	0.746009997	0.95375856	Insignificant	0.127255352	-0.068303994
Q8VBW6	0.445823942	0.711977621	Insignificant	0.350836612	-0.4900962
Q8VBW8	0.223136706	1.421832938	Insignificant	0.651428982	0.507751962
Q8VBX6	0.997500621	0.992177292	Insignificant	0.001086825	-0.011330157
Q8VBZ0	0.566198703	1.183766536	Insignificant	0.24703113	0.243384579
Q8VBZ3	0.658893887	0.797812769	Insignificant	0.181184521	-0.32587788
Q8VC03	0.385981466	1.158681982	Insignificant	0.413433548	0.212484651
Q8VC12	0.084124839	0.941761437	Insignificant	1.075075753	-0.086566446
Q8VC19	0.531862278	1.923237261	Insignificant	0.27420081	0.943536753
Q8VC26	0.376235579	2.18031704	Insignificant	0.424540138	1.124537932
Q8VC28	0.844749014	1.078238397	Insignificant	0.073272306	0.108676192
Q8VC30	0.00979594	1.183449663	Insignificant	2.008953882	0.242998344
Q8VC42	0.722704854	0.653681439	Insignificant	0.141039028	-0.613340363
Q8VC52	0.501976278	1.188499143	Insignificant	0.299316806	0.249140863
Q8VC85	0.871921334	0.724467219	Insignificant	0.059522696	-0.465007683
Q8VC88	0.018030915	0.33653619	Down	1.743982241	-1.571166438
Q8VC97	0.015568278	1.254980372	Up	1.807759435	0.3276648
Q8VCA8	0.091904514	1.281530039	Insignificant	1.036663156	0.357867296
Q8VCB3	0.035807904	1.243913081	Up	1.446021097	0.31488568
Q8VCC1	0.116850369	1.404847278	Insignificant	0.932369911	0.490413303
Q8VCC2	0.612335123	1.198143636	Insignificant	0.213010829	0.260800872
Q8VCF0	0.092571258	1.397437996	Insignificant	1.033523834	0.482784273
Q8VCG4	0.238825116	0.995558162	Insignificant	0.621920002	-0.006422492
Q8VCH0	0.032573187	1.019465684	Insignificant	1.487139744	0.027813214
Q8VCH6	0.650922685	0.717686321	Insignificant	0.186470593	-0.478574672
Q8VCH7	0.632467369	1.771817468	Insignificant	0.198961876	0.825229986
Q8VCH8	0.439166469	0.828423882	Insignificant	0.357370827	-0.271558951
Q8VCI0	0.29039438	0.914895397	Insignificant	0.537011793	-0.12832129
Q8VCI5	0.649902863	0.936648033	Insignificant	0.18715155	-0.094421072
Q8VCL2	0.566198703	0.757784679	Insignificant	0.24703113	-0.400140123
Q8VCM4	0.639152933	0.67454994	Insignificant	0.194395214	-0.568002838
Q8VCM5	0.741056695	1.250926732	Insignificant	0.130148565	0.322997292
Q8VCM7	0.754402749	0.811698015	Insignificant	0.122396737	-0.300985009
Q8VCM8	0.676611614	1.016476138	Insignificant	0.169660552	0.023576348
Q8VCN5	0.009121689	0.999289355	Insignificant	2.039924736	-0.001025608
Q8VCR2	0.099662048	0.827788766	Insignificant	1.001470191	-0.272665426
Q8VCR7	0.241180475	1.168638503	Insignificant	0.617657854	0.224828727
Q8VCS0	0.810945873	1.432926477	Insignificant	0.091008132	0.518964587
Q8VCT3	0.420662875	0.895541191	Insignificant	0.376065814	-0.159168303
Q8VCT4	0.117358597	1.174950484	Insignificant	0.93048509	0.232599959
Q8VCU1	0.705601461	1.118160412	Insignificant	0.151440528	0.161127173
Q8VCW4	0.510012852	0.78393419	Insignificant	0.29241888	-0.351195547
Q8VCW8	0.268429953	1.271904604	Insignificant	0.571169024	0.346990469
Q8VCX1	0.001548465	1.612496753	Up	2.810098734	0.689296256
Q8VCX6	0.567217204	3.509689193	Insignificant	0.246250605	1.811343276
Q8VCZ9	0.084124839	1.367593615	Insignificant	1.075075753	0.451639593
Q8VD04	0.588284026	0.867134065	Insignificant	0.230412944	-0.205673034
Q8VD31	0.716002821	0.758384699	Insignificant	0.145085267	-0.398998238
Q8VD62	0.341936747	2.742783312	Insignificant	0.466054225	1.455640649
Q8VD65	0.73372578	0.947642968	Insignificant	0.134466221	-0.07758448
Q8VD66	0.133593541	0.64974003	Insignificant	0.87421454	-0.622065504
Q8VD75	0.898122148	0.733725724	Insignificant	0.046664594	-0.44668723
Q8VDB2	0.26076684	0.500919763	Insignificant	0.583747636	-0.997348564
Q8VDC0	0.626630118	1.243038023	Insignificant	0.202988735	0.313870427
Q8VDC1	0.925572115	1.111984466	Insignificant	0.033589738	0.153136634
Q8VDD5	0.327108445	0.670158334	Insignificant	0.485308243	-0.577426102
Q8VDD8	0.710380002	2.173234096	Insignificant	0.148509273	1.119843587
Q8VDG3	0.070877101	0.552017915	Insignificant	1.149494055	-0.857213008
Q8VDG5	0.169430714	0.804322665	Insignificant	0.77100786	-0.314153721
Q8VDG7	0.099346215	0.775529642	Insignificant	1.002848673	-0.36674617
Q8VDH1	0.872017026	1.245624076	Insignificant	0.059475036	0.316868735
Q8VDI7	0.760867841	1.036108913	Insignificant	0.118690771	0.051175663
Q8VDJ3	0.888703792	0.965817014	Insignificant	0.051242967	-0.050178217
Q8VDK1	0.242498	1.193438877	Insignificant	0.615291839	0.255124679
