Index	p_value	Fold_Change	type	-Log10P	Log2FC	
Q8K337	0.921151923	0.809213419	Insignificant	0.035668737	-0.30540785	
P70452	0.789066726	0.809288885	Insignificant	0.10288627	-0.305273314	
P43006	0.839936153	0.809288898	Insignificant	0.075753725	-0.30527329	
Q9R0P3	0.472930123	0.809294144	Insignificant	0.325203023	-0.305263938	
Q91V12	0.522932134	0.80978039	Insignificant	0.28155467	-0.304397388	
Q9QXA5	0.59161844	0.809906198	Insignificant	0.227958298	-0.304173268	
E9PV24	0.524355379	0.809936347	Insignificant	0.280374272	-0.304119565	
Q9QZU9	0.784212749	0.81011956	Insignificant	0.105566102	-0.303793253	
Q9DCX8	0.661621143	0.810372641	Insignificant	0.179390625	-0.303342628	
Q8VDW0	0.414415183	0.810407207	Insignificant	0.382564342	-0.303281091	
O08788	0.765294964	0.810648441	Insignificant	0.116171145	-0.302851708	
Q99LB6	0.240491731	0.810807098	Insignificant	0.618899852	-0.302569376	
Q02013	0.869078556	0.810948113	Insignificant	0.060940966	-0.302318486	
Q9D142	0.850617632	0.811027101	Insignificant	0.070265619	-0.302177971	
Q64514	0.608883827	0.811116954	Insignificant	0.215465562	-0.302018145	
Q8JZX4	0.714487167	0.81116988	Insignificant	0.146005567	-0.30192401	
Q921M3	0.303092284	0.811569814	Insignificant	0.518425119	-0.301212889	
O70310	0.468395417	0.811777096	Insignificant	0.329387363	-0.300844459	
O88522	0.68744554	0.811780559	Insignificant	0.162761701	-0.300838304	
Q99KV1	0.347647096	0.811797347	Insignificant	0.458861394	-0.300808469	
P35293	0.244394102	0.812073147	Insignificant	0.61190928	-0.300318413	
Q78HU3	0.971254435	0.81263419	Insignificant	0.012666985	-0.299322031	
P61164	0.548076313	0.812798451	Insignificant	0.261158967	-0.299030443	
Q8BHN1	0.935922658	0.812809409	Insignificant	0.028760039	-0.299010992	
Q6ZWN5	0.190972574	0.812883179	Insignificant	0.719028998	-0.29888006	
Q9R0U0	0.459549961	0.813041198	Insignificant	0.337667266	-0.298599637	
P23249	0.643509209	0.813135773	Insignificant	0.191445234	-0.298431829	
Q6ZWR6	0.689962455	0.813143838	Insignificant	0.161174541	-0.29841752	
Q61838	0.766333603	0.813145896	Insignificant	0.11558213	-0.298413869	
